"Notes"	"Age Group"	"Age Group Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"65-74 years"	"65-74"	"Red River Parish, LA"	"22081"	239	8924	2678.2
	"65-74 years"	"65-74"	"Richland Parish, LA"	"22083"	556	19004	2925.7
	"65-74 years"	"65-74"	"Sabine Parish, LA"	"22085"	636	26682	2383.6
	"65-74 years"	"65-74"	"St. Bernard Parish, LA"	"22087"	1289	43879	2937.6
	"65-74 years"	"65-74"	"St. Charles Parish, LA"	"22089"	809	32054	2523.9
	"65-74 years"	"65-74"	"St. Helena Parish, LA"	"22091"	245	9624	2545.7
	"65-74 years"	"65-74"	"St. James Parish, LA"	"22093"	457	18043	2532.8
	"65-74 years"	"65-74"	"St. John the Baptist Parish, LA"	"22095"	762	27530	2767.9
	"65-74 years"	"65-74"	"St. Landry Parish, LA"	"22097"	2063	75426	2735.1
	"65-74 years"	"65-74"	"St. Martin Parish, LA"	"22099"	949	36997	2565.1
	"65-74 years"	"65-74"	"St. Mary Parish, LA"	"22101"	1189	44752	2656.9
	"65-74 years"	"65-74"	"St. Tammany Parish, LA"	"22103"	3744	158500	2362.1
	"65-74 years"	"65-74"	"Tangipahoa Parish, LA"	"22105"	2290	80564	2842.5
	"65-74 years"	"65-74"	"Tensas Parish, LA"	"22107"	141	5723	2463.7
	"65-74 years"	"65-74"	"Terrebonne Parish, LA"	"22109"	2078	78413	2650.1
	"65-74 years"	"65-74"	"Union Parish, LA"	"22111"	579	23805	2432.3
	"65-74 years"	"65-74"	"Vermilion Parish, LA"	"22113"	1125	46917	2397.9
	"65-74 years"	"65-74"	"Vernon Parish, LA"	"22115"	846	32351	2615.1
	"65-74 years"	"65-74"	"Washington Parish, LA"	"22117"	1279	41507	3081.4
	"65-74 years"	"65-74"	"Webster Parish, LA"	"22119"	1213	43858	2765.7
	"65-74 years"	"65-74"	"West Baton Rouge Parish, LA"	"22121"	462	15913	2903.3
	"65-74 years"	"65-74"	"West Carroll Parish, LA"	"22123"	311	12381	2511.9
	"65-74 years"	"65-74"	"West Feliciana Parish, LA"	"22125"	224	9120	2456.1
	"65-74 years"	"65-74"	"Winn Parish, LA"	"22127"	412	14247	2891.8
	"65-74 years"	"65-74"	"Androscoggin County, ME"	"23001"	2061	89488	2303.1
	"65-74 years"	"65-74"	"Aroostook County, ME"	"23003"	1889	82173	2298.8
	"65-74 years"	"65-74"	"Cumberland County, ME"	"23005"	4368	218312	2000.8
	"65-74 years"	"65-74"	"Franklin County, ME"	"23007"	590	29572	1995.1
	"65-74 years"	"65-74"	"Hancock County, ME"	"23009"	1130	56438	2002.2
	"65-74 years"	"65-74"	"Kennebec County, ME"	"23011"	2423	107633	2251.2
	"65-74 years"	"65-74"	"Knox County, ME"	"23013"	831	42156	1971.2
	"65-74 years"	"65-74"	"Lincoln County, ME"	"23015"	794	41305	1922.3
	"65-74 years"	"65-74"	"Oxford County, ME"	"23017"	1312	58191	2254.6
	"65-74 years"	"65-74"	"Penobscot County, ME"	"23019"	3081	129187	2384.9
	"65-74 years"	"65-74"	"Piscataquis County, ME"	"23021"	482	20228	2382.8
	"65-74 years"	"65-74"	"Sagadahoc County, ME"	"23023"	603	31828	1894.6
	"65-74 years"	"65-74"	"Somerset County, ME"	"23025"	1159	50510	2294.6
	"65-74 years"	"65-74"	"Waldo County, ME"	"23027"	792	37024	2139.2
	"65-74 years"	"65-74"	"Washington County, ME"	"23029"	929	38887	2389.0
	"65-74 years"	"65-74"	"York County, ME"	"23031"	3392	173044	1960.2
	"65-74 years"	"65-74"	"Allegany County, MD"	"24001"	1820	79472	2290.1
	"65-74 years"	"65-74"	"Anne Arundel County, MD"	"24003"	8075	370179	2181.4
	"65-74 years"	"65-74"	"Baltimore County, MD"	"24005"	14281	654657	2181.4
	"65-74 years"	"65-74"	"Calvert County, MD"	"24009"	1136	52795	2151.7
	"65-74 years"	"65-74"	"Caroline County, MD"	"24011"	732	26504	2761.8
	"65-74 years"	"65-74"	"Carroll County, MD"	"24013"	2491	116963	2129.7
	"65-74 years"	"65-74"	"Cecil County, MD"	"24015"	1742	70078	2485.8
	"65-74 years"	"65-74"	"Charles County, MD"	"24017"	1870	80167	2332.6
	"65-74 years"	"65-74"	"Dorchester County, MD"	"24019"	877	34998	2505.9
	"65-74 years"	"65-74"	"Frederick County, MD"	"24021"	2767	138366	1999.8
	"65-74 years"	"65-74"	"Garrett County, MD"	"24023"	664	31404	2114.4
	"65-74 years"	"65-74"	"Harford County, MD"	"24025"	3556	176367	2016.3
	"65-74 years"	"65-74"	"Howard County, MD"	"24027"	2381	157134	1515.3
	"65-74 years"	"65-74"	"Kent County, MD"	"24029"	503	23879	2106.5
	"65-74 years"	"65-74"	"Montgomery County, MD"	"24031"	8562	644027	1329.4
	"65-74 years"	"65-74"	"Prince George's County, MD"	"24033"	12102	508416	2380.3
	"65-74 years"	"65-74"	"Queen Anne's County, MD"	"24035"	770	41025	1876.9
	"65-74 years"	"65-74"	"St. Mary's County, MD"	"24037"	1390	60960	2280.2
	"65-74 years"	"65-74"	"Somerset County, MD"	"24039"	595	22954	2592.1
	"65-74 years"	"65-74"	"Talbot County, MD"	"24041"	814	48765	1669.2
	"65-74 years"	"65-74"	"Washington County, MD"	"24043"	2791	121116	2304.4
	"65-74 years"	"65-74"	"Wicomico County, MD"	"24045"	1846	73234	2520.7
	"65-74 years"	"65-74"	"Worcester County, MD"	"24047"	1361	73725	1846.0
	"65-74 years"	"65-74"	"Baltimore city, MD"	"24510"	15403	480362	3206.5
	"65-74 years"	"65-74"	"Barnstable County, MA"	"25001"	4840	309085	1565.9
	"65-74 years"	"65-74"	"Berkshire County, MA"	"25003"	2724	134967	2018.3
	"65-74 years"	"65-74"	"Bristol County, MA"	"25005"	8966	432523	2073.0
	"65-74 years"	"65-74"	"Dukes County, MA"	"25007"	235	14459	1625.3
	"65-74 years"	"65-74"	"Essex County, MA"	"25009"	10941	580462	1884.9
	"65-74 years"	"65-74"	"Franklin County, MA"	"25011"	1176	58698	2003.5
	"65-74 years"	"65-74"	"Hampden County, MA"	"25013"	8090	366929	2204.8
	"65-74 years"	"65-74"	"Hampshire County, MA"	"25015"	2114	107521	1966.1
	"65-74 years"	"65-74"	"Middlesex County, MA"	"25017"	20619	1126517	1830.3
	"65-74 years"	"65-74"	"Nantucket County, MA"	"25019"	120	7101	1689.9
	"65-74 years"	"65-74"	"Norfolk County, MA"	"25021"	10152	543838	1866.7
	"65-74 years"	"65-74"	"Plymouth County, MA"	"25023"	8117	375762	2160.1
	"65-74 years"	"65-74"	"Suffolk County, MA"	"25025"	9885	447540	2208.7
	"65-74 years"	"65-74"	"Worcester County, MA"	"25027"	12008	563031	2132.7
	"65-74 years"	"65-74"	"Alcona County, MI"	"26001"	400	21926	1824.3
	"65-74 years"	"65-74"	"Alger County, MI"	"26003"	229	11409	2007.2
	"65-74 years"	"65-74"	"Allegan County, MI"	"26005"	1717	82279	2086.8
	"65-74 years"	"65-74"	"Alpena County, MI"	"26007"	707	33967	2081.4
	"65-74 years"	"65-74"	"Antrim County, MI"	"26009"	569	31315	1817.0
	"65-74 years"	"65-74"	"Arenac County, MI"	"26011"	481	21438	2243.7
	"65-74 years"	"65-74"	"Baraga County, MI"	"26013"	196	8697	2253.7
	"65-74 years"	"65-74"	"Barry County, MI"	"26015"	1037	50806	2041.1
	"65-74 years"	"65-74"	"Bay County, MI"	"26017"	2261	99801	2265.5
	"65-74 years"	"65-74"	"Benzie County, MI"	"26019"	373	21595	1727.3
	"65-74 years"	"65-74"	"Berrien County, MI"	"26021"	3336	146913	2270.7
	"65-74 years"	"65-74"	"Branch County, MI"	"26023"	953	41691	2285.9
	"65-74 years"	"65-74"	"Calhoun County, MI"	"26025"	3032	118607	2556.3
	"65-74 years"	"65-74"	"Cass County, MI"	"26027"	1136	51645	2199.6
	"65-74 years"	"65-74"	"Charlevoix County, MI"	"26029"	479	28470	1682.5
	"65-74 years"	"65-74"	"Cheboygan County, MI"	"26031"	694	34224	2027.8
	"65-74 years"	"65-74"	"Chippewa County, MI"	"26033"	738	34009	2170.0
	"65-74 years"	"65-74"	"Clare County, MI"	"26035"	1017	41740	2436.5
	"65-74 years"	"65-74"	"Clinton County, MI"	"26037"	952	53462	1780.7
	"65-74 years"	"65-74"	"Crawford County, MI"	"26039"	396	18931	2091.8
	"65-74 years"	"65-74"	"Delta County, MI"	"26041"	850	41012	2072.6
	"65-74 years"	"65-74"	"Dickinson County, MI"	"26043"	530	27831	1904.4
	"65-74 years"	"65-74"	"Eaton County, MI"	"26045"	1680	83866	2003.2
	"65-74 years"	"65-74"	"Emmet County, MI"	"26047"	558	30170	1849.5
	"65-74 years"	"65-74"	"Genesee County, MI"	"26049"	8747	349200	2504.9
	"65-74 years"	"65-74"	"Gladwin County, MI"	"26051"	829	37544	2208.1
	"65-74 years"	"65-74"	"Gogebic County, MI"	"26053"	471	20531	2294.1
	"65-74 years"	"65-74"	"Grand Traverse County, MI"	"26055"	1233	68680	1795.3
	"65-74 years"	"65-74"	"Gratiot County, MI"	"26057"	843	34899	2415.5
	"65-74 years"	"65-74"	"Hillsdale County, MI"	"26059"	968	44249	2187.6
	"65-74 years"	"65-74"	"Houghton County, MI"	"26061"	703	31239	2250.4
	"65-74 years"	"65-74"	"Huron County, MI"	"26063"	890	42699	2084.4
	"65-74 years"	"65-74"	"Ingham County, MI"	"26065"	3668	167376	2191.5
	"65-74 years"	"65-74"	"Ionia County, MI"	"26067"	968	43262	2237.5
	"65-74 years"	"65-74"	"Iosco County, MI"	"26069"	1017	42481	2394.0
	"65-74 years"	"65-74"	"Iron County, MI"	"26071"	351	16920	2074.5
	"65-74 years"	"65-74"	"Isabella County, MI"	"26073"	889	38563	2305.3
	"65-74 years"	"65-74"	"Jackson County, MI"	"26075"	3144	129538	2427.1
	"65-74 years"	"65-74"	"Kalamazoo County, MI"	"26077"	3567	171276	2082.6
	"65-74 years"	"65-74"	"Kalkaska County, MI"	"26079"	378	18090	2089.6
	"65-74 years"	"65-74"	"Kent County, MI"	"26081"	7342	368014	1995.0
	"65-74 years"	"65-74"	"Keweenaw County, MI"	"26083"	57	3276	1739.9
	"65-74 years"	"65-74"	"Lake County, MI"	"26085"	436	18096	2409.4
	"65-74 years"	"65-74"	"Lapeer County, MI"	"26087"	1369	68031	2012.3
	"65-74 years"	"65-74"	"Leelanau County, MI"	"26089"	353	27812	1269.2
	"65-74 years"	"65-74"	"Lenawee County, MI"	"26091"	1847	82354	2242.8
	"65-74 years"	"65-74"	"Livingston County, MI"	"26093"	2156	114574	1881.8
	"65-74 years"	"65-74"	"Luce County, MI"	"26095"	183	7474	2448.5
	"65-74 years"	"65-74"	"Mackinac County, MI"	"26097"	338	15775	2142.6
	"65-74 years"	"65-74"	"Macomb County, MI"	"26099"	14865	675025	2202.1
	"65-74 years"	"65-74"	"Manistee County, MI"	"26101"	667	30592	2180.3
	"65-74 years"	"65-74"	"Marquette County, MI"	"26103"	1191	55894	2130.8
	"65-74 years"	"65-74"	"Mason County, MI"	"26105"	638	31584	2020.0
	"65-74 years"	"65-74"	"Mecosta County, MI"	"26107"	819	40432	2025.6
	"65-74 years"	"65-74"	"Menominee County, MI"	"26109"	513	26627	1926.6
	"65-74 years"	"65-74"	"Midland County, MI"	"26111"	1314	68631	1914.6
	"65-74 years"	"65-74"	"Missaukee County, MI"	"26113"	319	15688	2033.4
	"65-74 years"	"65-74"	"Monroe County, MI"	"26115"	2637	116219	2269.0
	"65-74 years"	"65-74"	"Montcalm County, MI"	"26117"	1226	53747	2281.1
	"65-74 years"	"65-74"	"Montmorency County, MI"	"26119"	343	17066	2009.8
	"65-74 years"	"65-74"	"Muskegon County, MI"	"26121"	3201	136382	2347.1
	"65-74 years"	"65-74"	"Newaygo County, MI"	"26123"	1023	45846	2231.4
	"65-74 years"	"65-74"	"Oakland County, MI"	"26125"	17255	869281	1985.0
	"65-74 years"	"65-74"	"Oceana County, MI"	"26127"	532	27456	1937.6
	"65-74 years"	"65-74"	"Ogemaw County, MI"	"26129"	721	30228	2385.2
	"65-74 years"	"65-74"	"Ontonagon County, MI"	"26131"	262	11684	2242.4
	"65-74 years"	"65-74"	"Osceola County, MI"	"26133"	546	25403	2149.4
	"65-74 years"	"65-74"	"Oscoda County, MI"	"26135"	296	13761	2151.0
	"65-74 years"	"65-74"	"Otsego County, MI"	"26137"	483	24709	1954.8
	"65-74 years"	"65-74"	"Ottawa County, MI"	"26139"	2643	165349	1598.4
	"65-74 years"	"65-74"	"Presque Isle County, MI"	"26141"	408	21055	1937.8
	"65-74 years"	"65-74"	"Roscommon County, MI"	"26143"	957	44353	2157.7
	"65-74 years"	"65-74"	"Saginaw County, MI"	"26145"	4167	177731	2344.6
	"65-74 years"	"65-74"	"St. Clair County, MI"	"26147"	3160	134337	2352.3
	"65-74 years"	"65-74"	"St. Joseph County, MI"	"26149"	1285	53853	2386.1
	"65-74 years"	"65-74"	"Sanilac County, MI"	"26151"	953	45768	2082.2
	"65-74 years"	"65-74"	"Schoolcraft County, MI"	"26153"	240	10815	2219.1
	"65-74 years"	"65-74"	"Shiawassee County, MI"	"26155"	1342	59453	2257.2
	"65-74 years"	"65-74"	"Tuscola County, MI"	"26157"	1146	51929	2206.9
	"65-74 years"	"65-74"	"Van Buren County, MI"	"26159"	1521	63824	2383.1
	"65-74 years"	"65-74"	"Washtenaw County, MI"	"26161"	3347	188257	1777.9
	"65-74 years"	"65-74"	"Wayne County, MI"	"26163"	38539	1426548	2701.6
	"65-74 years"	"65-74"	"Wexford County, MI"	"26165"	652	30340	2149.0
	"65-74 years"	"65-74"	"Aitkin County, MN"	"27001"	460	27222	1689.8
	"65-74 years"	"65-74"	"Anoka County, MN"	"27003"	3374	186438	1809.7
	"65-74 years"	"65-74"	"Becker County, MN"	"27005"	630	33011	1908.5
	"65-74 years"	"65-74"	"Beltrami County, MN"	"27007"	661	31833	2076.5
	"65-74 years"	"65-74"	"Benton County, MN"	"27009"	467	22635	2063.2
	"65-74 years"	"65-74"	"Big Stone County, MN"	"27011"	156	7295	2138.5
	"65-74 years"	"65-74"	"Blue Earth County, MN"	"27013"	707	37951	1862.9
	"65-74 years"	"65-74"	"Brown County, MN"	"27015"	433	25642	1688.6
	"65-74 years"	"65-74"	"Carlton County, MN"	"27017"	628	30284	2073.7
	"65-74 years"	"65-74"	"Carver County, MN"	"27019"	609	40111	1518.3
	"65-74 years"	"65-74"	"Cass County, MN"	"27021"	797	38665	2061.3
	"65-74 years"	"65-74"	"Chippewa County, MN"	"27023"	195	12651	1541.4
	"65-74 years"	"65-74"	"Chisago County, MN"	"27025"	636	31840	1997.5
	"65-74 years"	"65-74"	"Clay County, MN"	"27027"	636	38220	1664.1
	"65-74 years"	"65-74"	"Clearwater County, MN"	"27029"	190	9068	2095.3
	"65-74 years"	"65-74"	"Cook County, MN"	"27031"	85	6119	1389.1
	"65-74 years"	"65-74"	"Cottonwood County, MN"	"27033"	226	13450	1680.3
	"65-74 years"	"65-74"	"Crow Wing County, MN"	"27035"	1169	65700	1779.3
	"65-74 years"	"65-74"	"Dakota County, MN"	"27037"	3588	212250	1690.5
	"65-74 years"	"65-74"	"Dodge County, MN"	"27039"	218	13439	1622.1
	"65-74 years"	"65-74"	"Douglas County, MN"	"27041"	555	38048	1458.7
	"65-74 years"	"65-74"	"Faribault County, MN"	"27043"	334	18152	1840.0
	"65-74 years"	"65-74"	"Fillmore County, MN"	"27045"	341	21539	1583.2
	"65-74 years"	"65-74"	"Freeborn County, MN"	"27047"	585	34933	1674.6
	"65-74 years"	"65-74"	"Goodhue County, MN"	"27049"	684	39802	1718.5
	"65-74 years"	"65-74"	"Grant County, MN"	"27051"	141	7583	1859.4
	"65-74 years"	"65-74"	"Hennepin County, MN"	"27053"	13051	714239	1827.3
	"65-74 years"	"65-74"	"Houston County, MN"	"27055"	280	18157	1542.1
	"65-74 years"	"65-74"	"Hubbard County, MN"	"27057"	427	25486	1675.4
	"65-74 years"	"65-74"	"Isanti County, MN"	"27059"	445	24875	1788.9
	"65-74 years"	"65-74"	"Itasca County, MN"	"27061"	909	49250	1845.7
	"65-74 years"	"65-74"	"Jackson County, MN"	"27063"	170	11041	1539.7
	"65-74 years"	"65-74"	"Kanabec County, MN"	"27065"	290	16194	1790.8
	"65-74 years"	"65-74"	"Kandiyohi County, MN"	"27067"	592	36530	1620.6
	"65-74 years"	"65-74"	"Kittson County, MN"	"27069"	113	5800	1948.3
	"65-74 years"	"65-74"	"Koochiching County, MN"	"27071"	331	16244	2037.7
	"65-74 years"	"65-74"	"Lac qui Parle County, MN"	"27073"	152	8963	1695.9
	"65-74 years"	"65-74"	"Lake County, MN"	"27075"	272	14551	1869.3
	"65-74 years"	"65-74"	"Lake of the Woods County, MN"	"27077"	84	5161	1627.6
	"65-74 years"	"65-74"	"Le Sueur County, MN"	"27079"	415	23060	1799.7
	"65-74 years"	"65-74"	"Lincoln County, MN"	"27081"	130	7722	1683.5
	"65-74 years"	"65-74"	"Lyon County, MN"	"27083"	336	18473	1818.9
	"65-74 years"	"65-74"	"McLeod County, MN"	"27085"	472	29235	1614.5
	"65-74 years"	"65-74"	"Mahnomen County, MN"	"27087"	123	5512	2231.5
	"65-74 years"	"65-74"	"Marshall County, MN"	"27089"	170	10695	1589.5
	"65-74 years"	"65-74"	"Martin County, MN"	"27091"	360	22265	1616.9
	"65-74 years"	"65-74"	"Meeker County, MN"	"27093"	375	21722	1726.4
	"65-74 years"	"65-74"	"Mille Lacs County, MN"	"27095"	515	23866	2157.9
	"65-74 years"	"65-74"	"Morrison County, MN"	"27097"	562	30108	1866.6
	"65-74 years"	"65-74"	"Mower County, MN"	"27099"	679	36971	1836.6
	"65-74 years"	"65-74"	"Murray County, MN"	"27101"	166	11041	1503.5
	"65-74 years"	"65-74"	"Nicollet County, MN"	"27103"	325	21461	1514.4
	"65-74 years"	"65-74"	"Nobles County, MN"	"27105"	309	19007	1625.7
	"65-74 years"	"65-74"	"Norman County, MN"	"27107"	169	8228	2054.0
	"65-74 years"	"65-74"	"Olmsted County, MN"	"27109"	1398	94071	1486.1
	"65-74 years"	"65-74"	"Otter Tail County, MN"	"27111"	1122	67694	1657.5
	"65-74 years"	"65-74"	"Pennington County, MN"	"27113"	220	11780	1867.6
	"65-74 years"	"65-74"	"Pine County, MN"	"27115"	610	29549	2064.4
	"65-74 years"	"65-74"	"Pipestone County, MN"	"27117"	182	10389	1751.9
	"65-74 years"	"65-74"	"Polk County, MN"	"27119"	644	28505	2259.3
	"65-74 years"	"65-74"	"Pope County, MN"	"27121"	224	13010	1721.8
	"65-74 years"	"65-74"	"Ramsey County, MN"	"27123"	6740	338226	1992.8
	"65-74 years"	"65-74"	"Red Lake County, MN"	"27125"	92	4410	2086.2
	"65-74 years"	"65-74"	"Redwood County, MN"	"27127"	303	16917	1791.1
	"65-74 years"	"65-74"	"Renville County, MN"	"27129"	374	17205	2173.8
	"65-74 years"	"65-74"	"Rice County, MN"	"27131"	714	42983	1661.1
	"65-74 years"	"65-74"	"Rock County, MN"	"27133"	171	9313	1836.1
	"65-74 years"	"65-74"	"Roseau County, MN"	"27135"	224	12083	1853.8
	"65-74 years"	"65-74"	"St. Louis County, MN"	"27137"	3772	178509	2113.1
	"65-74 years"	"65-74"	"Scott County, MN"	"27139"	852	50903	1673.8
	"65-74 years"	"65-74"	"Sherburne County, MN"	"27141"	638	38638	1651.2
	"65-74 years"	"65-74"	"Sibley County, MN"	"27143"	269	14488	1856.7
	"65-74 years"	"65-74"	"Stearns County, MN"	"27145"	1526	99822	1528.7
	"65-74 years"	"65-74"	"Steele County, MN"	"27147"	466	27878	1671.6
	"65-74 years"	"65-74"	"Stevens County, MN"	"27149"	105	8406	1249.1
	"65-74 years"	"65-74"	"Swift County, MN"	"27151"	173	10711	1615.2
	"65-74 years"	"65-74"	"Todd County, MN"	"27153"	450	25423	1770.1
	"65-74 years"	"65-74"	"Traverse County, MN"	"27155"	87	5152	1688.7
	"65-74 years"	"65-74"	"Wabasha County, MN"	"27157"	345	20338	1696.3
	"65-74 years"	"65-74"	"Wadena County, MN"	"27159"	339	15642	2167.2
	"65-74 years"	"65-74"	"Waseca County, MN"	"27161"	263	15034	1749.4
	"65-74 years"	"65-74"	"Washington County, MN"	"27163"	2261	132093	1711.7
	"65-74 years"	"65-74"	"Watonwan County, MN"	"27165"	222	11828	1876.9
	"65-74 years"	"65-74"	"Wilkin County, MN"	"27167"	131	6590	1987.9
	"65-74 years"	"65-74"	"Winona County, MN"	"27169"	685	38074	1799.1
	"65-74 years"	"65-74"	"Wright County, MN"	"27171"	1095	62981	1738.6
	"65-74 years"	"65-74"	"Yellow Medicine County, MN"	"27173"	225	11174	2013.6
	"65-74 years"	"65-74"	"Adams County, MS"	"28001"	920	33196	2771.4
	"65-74 years"	"65-74"	"Alcorn County, MS"	"28003"	1016	35717	2844.6
	"65-74 years"	"65-74"	"Amite County, MS"	"28005"	378	14487	2609.2
	"65-74 years"	"65-74"	"Attala County, MS"	"28007"	580	20704	2801.4
	"65-74 years"	"65-74"	"Benton County, MS"	"28009"	206	8627	2387.9
	"65-74 years"	"65-74"	"Bolivar County, MS"	"28011"	871	25841	3370.6
	"65-74 years"	"65-74"	"Calhoun County, MS"	"28013"	355	15231	2330.8
	"65-74 years"	"65-74"	"Carroll County, MS"	"28015"	243	10829	2244.0
	"65-74 years"	"65-74"	"Chickasaw County, MS"	"28017"	425	16379	2594.8
	"65-74 years"	"65-74"	"Choctaw County, MS"	"28019"	199	9763	2038.3
	"65-74 years"	"65-74"	"Claiborne County, MS"	"28021"	235	7743	3035.0
	"65-74 years"	"65-74"	"Clarke County, MS"	"28023"	437	17673	2472.7
	"65-74 years"	"65-74"	"Clay County, MS"	"28025"	451	17951	2512.4
	"65-74 years"	"65-74"	"Coahoma County, MS"	"28027"	625	21213	2946.3
	"65-74 years"	"65-74"	"Copiah County, MS"	"28029"	637	24805	2568.0
	"65-74 years"	"65-74"	"Covington County, MS"	"28031"	490	17669	2773.2
	"65-74 years"	"65-74"	"DeSoto County, MS"	"28033"	2232	92689	2408.1
	"65-74 years"	"65-74"	"Forrest County, MS"	"28035"	1489	52041	2861.2
	"65-74 years"	"65-74"	"Franklin County, MS"	"28037"	219	8292	2641.1
	"65-74 years"	"65-74"	"George County, MS"	"28039"	526	17443	3015.5
	"65-74 years"	"65-74"	"Greene County, MS"	"28041"	294	10194	2884.0
	"65-74 years"	"65-74"	"Grenada County, MS"	"28043"	573	20581	2784.1
	"65-74 years"	"65-74"	"Hancock County, MS"	"28045"	1018	45380	2243.3
	"65-74 years"	"65-74"	"Harrison County, MS"	"28047"	4262	147812	2883.4
	"65-74 years"	"65-74"	"Hinds County, MS"	"28049"	4108	165741	2478.6
	"65-74 years"	"65-74"	"Holmes County, MS"	"28051"	497	15540	3198.2
	"65-74 years"	"65-74"	"Humphreys County, MS"	"28053"	244	7871	3100.0
	"65-74 years"	"65-74"	"Issaquena County, MS"	"28055"	33	1498	2202.9
	"65-74 years"	"65-74"	"Itawamba County, MS"	"28057"	616	22939	2685.4
	"65-74 years"	"65-74"	"Jackson County, MS"	"28059"	2982	110505	2698.5
	"65-74 years"	"65-74"	"Jasper County, MS"	"28061"	373	17132	2177.2
	"65-74 years"	"65-74"	"Jefferson County, MS"	"28063"	186	6440	2888.2
	"65-74 years"	"65-74"	"Jefferson Davis County, MS"	"28065"	357	12466	2863.8
	"65-74 years"	"65-74"	"Jones County, MS"	"28067"	1613	61660	2616.0
	"65-74 years"	"65-74"	"Kemper County, MS"	"28069"	250	9847	2538.8
	"65-74 years"	"65-74"	"Lafayette County, MS"	"28071"	651	27912	2332.3
	"65-74 years"	"65-74"	"Lamar County, MS"	"28073"	734	32858	2233.9
	"65-74 years"	"65-74"	"Lauderdale County, MS"	"28075"	1952	67084	2909.8
	"65-74 years"	"65-74"	"Lawrence County, MS"	"28077"	346	12722	2719.7
	"65-74 years"	"65-74"	"Leake County, MS"	"28079"	601	20090	2991.5
	"65-74 years"	"65-74"	"Lee County, MS"	"28081"	1778	61228	2903.9
	"65-74 years"	"65-74"	"Leflore County, MS"	"28083"	776	24309	3192.2
	"65-74 years"	"65-74"	"Lincoln County, MS"	"28085"	844	30016	2811.8
	"65-74 years"	"65-74"	"Lowndes County, MS"	"28087"	1143	45534	2510.2
	"65-74 years"	"65-74"	"Madison County, MS"	"28089"	1819	51681	3519.7
	"65-74 years"	"65-74"	"Marion County, MS"	"28091"	763	24110	3164.7
	"65-74 years"	"65-74"	"Marshall County, MS"	"28093"	894	28923	3091.0
	"65-74 years"	"65-74"	"Monroe County, MS"	"28095"	883	35980	2454.1
	"65-74 years"	"65-74"	"Montgomery County, MS"	"28097"	325	12087	2688.8
	"65-74 years"	"65-74"	"Neshoba County, MS"	"28099"	698	24448	2855.0
	"65-74 years"	"65-74"	"Newton County, MS"	"28101"	526	20087	2618.6
	"65-74 years"	"65-74"	"Noxubee County, MS"	"28103"	238	9928	2397.3
	"65-74 years"	"65-74"	"Oktibbeha County, MS"	"28105"	595	25964	2291.6
	"65-74 years"	"65-74"	"Panola County, MS"	"28107"	850	28317	3001.7
	"65-74 years"	"65-74"	"Pearl River County, MS"	"28109"	1307	50020	2613.0
	"65-74 years"	"65-74"	"Perry County, MS"	"28111"	319	11081	2878.8
	"65-74 years"	"65-74"	"Pike County, MS"	"28113"	1044	35090	2975.2
	"65-74 years"	"65-74"	"Pontotoc County, MS"	"28115"	558	22915	2435.1
	"65-74 years"	"65-74"	"Prentiss County, MS"	"28117"	584	23924	2441.1
	"65-74 years"	"65-74"	"Quitman County, MS"	"28119"	239	7951	3005.9
	"65-74 years"	"65-74"	"Rankin County, MS"	"28121"	2043	95653	2135.8
	"65-74 years"	"65-74"	"Scott County, MS"	"28123"	627	22405	2798.5
	"65-74 years"	"65-74"	"Sharkey County, MS"	"28125"	124	4213	2943.3
	"65-74 years"	"65-74"	"Simpson County, MS"	"28127"	708	24252	2919.3
	"65-74 years"	"65-74"	"Smith County, MS"	"28129"	413	16142	2558.5
	"65-74 years"	"65-74"	"Stone County, MS"	"28131"	378	12787	2956.1
	"65-74 years"	"65-74"	"Sunflower County, MS"	"28133"	644	19375	3323.9
	"65-74 years"	"65-74"	"Tallahatchie County, MS"	"28135"	309	12082	2557.5
	"65-74 years"	"65-74"	"Tate County, MS"	"28137"	575	21519	2672.1
	"65-74 years"	"65-74"	"Tippah County, MS"	"28139"	562	20029	2805.9
	"65-74 years"	"65-74"	"Tishomingo County, MS"	"28141"	625	21581	2896.1
	"65-74 years"	"65-74"	"Tunica County, MS"	"28143"	201	6599	3045.9
	"65-74 years"	"65-74"	"Union County, MS"	"28145"	545	24300	2242.8
	"65-74 years"	"65-74"	"Walthall County, MS"	"28147"	410	14563	2815.4
	"65-74 years"	"65-74"	"Warren County, MS"	"28149"	1077	38231	2817.1
	"65-74 years"	"65-74"	"Washington County, MS"	"28151"	1389	42393	3276.5
	"65-74 years"	"65-74"	"Wayne County, MS"	"28153"	479	18107	2645.4
	"65-74 years"	"65-74"	"Webster County, MS"	"28155"	298	10427	2858.0
	"65-74 years"	"65-74"	"Wilkinson County, MS"	"28157"	290	8571	3383.5
	"65-74 years"	"65-74"	"Winston County, MS"	"28159"	455	19551	2327.2
	"65-74 years"	"65-74"	"Yalobusha County, MS"	"28161"	373	13310	2802.4
	"65-74 years"	"65-74"	"Yazoo County, MS"	"28163"	611	21003	2909.1
	"65-74 years"	"65-74"	"Adair County, MO"	"29001"	398	18173	2190.1
	"65-74 years"	"65-74"	"Andrew County, MO"	"29003"	344	14885	2311.1
	"65-74 years"	"65-74"	"Atchison County, MO"	"29005"	132	6921	1907.2
