"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Carter County, MO"	"29035"	947	72367	1308.6
	"Cass County, MO"	"29037"	9218	1093037	843.3
	"Cedar County, MO"	"29039"	2389	168032	1421.8
	"Chariton County, MO"	"29041"	1379	97267	1417.7
	"Christian County, MO"	"29043"	5683	782319	726.4
	"Clark County, MO"	"29045"	1015	87247	1163.4
	"Clay County, MO"	"29047"	17491	2410084	725.7
	"Clinton County, MO"	"29049"	2793	240947	1159.2
	"Cole County, MO"	"29051"	7186	878046	818.4
	"Cooper County, MO"	"29053"	2165	206345	1049.2
	"Crawford County, MO"	"29055"	3195	286667	1114.5
	"Dade County, MO"	"29057"	1423	95011	1497.7
	"Dallas County, MO"	"29059"	2145	195638	1096.4
	"Daviess County, MO"	"29061"	1060	98437	1076.8
	"DeKalb County, MO"	"29063"	1416	152486	928.6
	"Dent County, MO"	"29065"	2315	182706	1267.1
	"Douglas County, MO"	"29067"	1761	160962	1094.0
	"Dunklin County, MO"	"29069"	5535	390751	1416.5
	"Franklin County, MO"	"29071"	10754	1173395	916.5
	"Gasconade County, MO"	"29073"	2418	184432	1311.1
	"Gentry County, MO"	"29075"	1146	81431	1407.3
	"Greene County, MO"	"29077"	28779	3078754	934.8
	"Grundy County, MO"	"29079"	1710	123466	1385.0
	"Harrison County, MO"	"29081"	1452	106317	1365.7
	"Henry County, MO"	"29083"	3582	267306	1340.0
	"Hickory County, MO"	"29085"	1614	111690	1445.1
	"Holt County, MO"	"29087"	840	61286	1370.6
	"Howard County, MO"	"29089"	1300	121447	1070.4
	"Howell County, MO"	"29091"	5645	462196	1221.3
	"Iron County, MO"	"29093"	1965	127941	1535.9
	"Jackson County, MO"	"29095"	72653	7934425	915.7
	"Jasper County, MO"	"29097"	13317	1322324	1007.1
	"Jefferson County, MO"	"29099"	19567	2501387	782.2
	"Johnson County, MO"	"29101"	4232	607390	696.8
	"Knox County, MO"	"29103"	713	50664	1407.3
	"Laclede County, MO"	"29105"	4245	408024	1040.4
	"Lafayette County, MO"	"29107"	4455	397682	1120.2
	"Lawrence County, MO"	"29109"	4926	444360	1108.6
	"Lewis County, MO"	"29111"	1448	123852	1169.1
	"Lincoln County, MO"	"29113"	4330	551550	785.1
	"Linn County, MO"	"29115"	2198	158542	1386.4
	"Livingston County, MO"	"29117"	2323	177005	1312.4
	"McDonald County, MO"	"29119"	2430	268950	903.5
	"Macon County, MO"	"29121"	2542	186913	1360.0
	"Madison County, MO"	"29123"	1921	144443	1329.9
	"Maries County, MO"	"29125"	1138	108427	1049.6
	"Marion County, MO"	"29127"	4166	340448	1223.7
	"Mercer County, MO"	"29129"	514	44711	1149.6
	"Miller County, MO"	"29131"	3216	292061	1101.1
	"Mississippi County, MO"	"29133"	2175	165804	1311.8
	"Moniteau County, MO"	"29135"	1785	182113	980.2
	"Monroe County, MO"	"29137"	1280	110282	1160.7
	"Montgomery County, MO"	"29139"	1921	146328	1312.8
	"Morgan County, MO"	"29141"	3142	240850	1304.5
	"New Madrid County, MO"	"29143"	2942	230580	1275.9
	"Newton County, MO"	"29145"	6513	664254	980.5
	"Nodaway County, MO"	"29147"	2319	270736	856.6
	"Oregon County, MO"	"29149"	1637	126331	1295.8
	"Osage County, MO"	"29151"	1512	161120	938.4
	"Ozark County, MO"	"29153"	1517	115124	1317.7
	"Pemiscot County, MO"	"29155"	2894	231097	1252.3
	"Perry County, MO"	"29157"	2298	222684	1032.0
	"Pettis County, MO"	"29159"	4888	485516	1006.8
	"Phelps County, MO"	"29161"	5053	510852	989.1
	"Pike County, MO"	"29163"	2383	221744	1074.7
	"Platte County, MO"	"29165"	6091	977876	622.9
	"Polk County, MO"	"29167"	3781	348930	1083.6
	"Pulaski County, MO"	"29169"	3318	548646	604.8
	"Putnam County, MO"	"29171"	845	61413	1375.9
	"Ralls County, MO"	"29173"	1037	118757	873.2
	"Randolph County, MO"	"29175"	3347	301807	1109.0
	"Ray County, MO"	"29177"	2836	283010	1002.1
	"Reynolds County, MO"	"29179"	965	80040	1205.6
	"Ripley County, MO"	"29181"	2211	165888	1332.8
	"St. Charles County, MO"	"29183"	23031	3871915	594.8
	"St. Clair County, MO"	"29185"	1623	116394	1394.4
	"Ste. Genevieve County, MO"	"29186"	2002	217180	921.8
	"St. Francois County, MO"	"29187"	8372	726352	1152.6
	"St. Louis County, MO"	"29189"	113347	12083899	938.0
	"Saline County, MO"	"29195"	3325	278460	1194.1
	"Schuyler County, MO"	"29197"	666	51442	1294.7
	"Scotland County, MO"	"29199"	786	58456	1344.6
	"Scott County, MO"	"29201"	4974	477054	1042.6
	"Shannon County, MO"	"29203"	1066	100024	1065.7
	"Shelby County, MO"	"29205"	1101	79331	1387.9
	"Stoddard County, MO"	"29207"	4459	359804	1239.3
	"Stone County, MO"	"29209"	3770	366449	1028.8
	"Sullivan County, MO"	"29211"	1058	83330	1269.7
	"Taney County, MO"	"29213"	5253	537472	977.4
	"Texas County, MO"	"29215"	3469	297045	1167.8
	"Vernon County, MO"	"29217"	2885	248254	1162.1
	"Warren County, MO"	"29219"	2810	342658	820.1
	"Washington County, MO"	"29221"	2964	290956	1018.7
	"Wayne County, MO"	"29223"	2279	160671	1418.4
	"Webster County, MO"	"29225"	3378	404055	836.0
	"Worth County, MO"	"29227"	379	27157	1395.6
	"Wright County, MO"	"29229"	2592	220641	1174.8
	"St. Louis city, MO"	"29510"	44783	3965052	1129.4
	"Beaverhead County, MT"	"30001"	935	108850	859.0
	"Big Horn County, MT"	"30003"	1292	152102	849.4
	"Blaine County, MT"	"30005"	810	79820	1014.8
	"Broadwater County, MT"	"30007"	575	58129	989.2
	"Carbon County, MT"	"30009"	1136	117855	963.9
	"Carter County, MT"	"30011"	178	15194	1171.5
	"Cascade County, MT"	"30013"	9069	963347	941.4
	"Chouteau County, MT"	"30015"	731	69573	1050.7
	"Custer County, MT"	"30017"	1707	138578	1231.8
	"Daniels County, MT"	"30019"	311	22073	1409.0
	"Dawson County, MT"	"30021"	1261	106966	1178.9
	"Deer Lodge County, MT"	"30023"	1502	111577	1346.2
	"Fallon County, MT"	"30025"	386	33544	1150.7
	"Fergus County, MT"	"30027"	1851	139398	1327.9
	"Flathead County, MT"	"30029"	8589	992163	865.7
	"Gallatin County, MT"	"30031"	4844	946386	511.8
	"Garfield County, MT"	"30033"	153	14929	1024.9
	"Glacier County, MT"	"30035"	1377	158749	867.4
	"Golden Valley County, MT"	"30037"	102	11738	869.0
	"Granite County, MT"	"30039"	316	35542	889.1
	"Hill County, MT"	"30041"	1791	193788	924.2
	"Jefferson County, MT"	"30043"	1034	127586	810.4
	"Judith Basin County, MT"	"30045"	230	26148	879.6
	"Lake County, MT"	"30047"	3160	331430	953.4
	"Lewis and Clark County, MT"	"30049"	5985	705131	848.8
	"Liberty County, MT"	"30051"	261	26697	977.6
	"Lincoln County, MT"	"30053"	2484	229574	1082.0
	"McCone County, MT"	"30055"	216	21741	993.5
	"Madison County, MT"	"30057"	883	86489	1020.9
	"Meagher County, MT"	"30059"	284	22921	1239.0
	"Mineral County, MT"	"30061"	525	48450	1083.6
	"Missoula County, MT"	"30063"	8385	1226449	683.7
	"Musselshell County, MT"	"30065"	705	53002	1330.1
	"Park County, MT"	"30067"	1744	188081	927.3
	"Petroleum County, MT"	"30069"	41	5928	691.6
	"Phillips County, MT"	"30071"	627	52078	1204.0
	"Pondera County, MT"	"30073"	883	74798	1180.5
	"Powder River County, MT"	"30075"	231	21526	1073.1
	"Powell County, MT"	"30077"	845	84492	1000.1
	"Prairie County, MT"	"30079"	197	13859	1421.5
	"Ravalli County, MT"	"30081"	4327	461276	938.1
	"Richland County, MT"	"30083"	1189	113118	1051.1
	"Roosevelt County, MT"	"30085"	1391	124760	1114.9
	"Rosebud County, MT"	"30087"	898	110376	813.6
	"Sanders County, MT"	"30089"	1366	130616	1045.8
	"Sheridan County, MT"	"30091"	733	44136	1660.8
	"Silver Bow County, MT"	"30093"	5090	406135	1253.3
	"Stillwater County, MT"	"30095"	901	103160	873.4
	"Sweet Grass County, MT"	"30097"	459	43892	1045.7
	"Teton County, MT"	"30099"	772	74711	1033.3
	"Toole County, MT"	"30101"	638	61787	1032.6
	"Treasure County, MT"	"30103"	78	9406	829.3
	"Valley County, MT"	"30105"	1053	89519	1176.3
	"Wheatland County, MT"	"30107"	307	25818	1189.1
	"Wibaux County, MT"	"30109"	217	12265	1769.3
	"Yellowstone County, MT"	"30111"	14595	1647625	885.8
	"Adams County, NE"	"31001"	3641	372020	978.7
	"Antelope County, NE"	"31003"	943	84376	1117.6
	"Arthur County, NE"	"31005"	47	5295	887.6
	"Banner County, NE"	"31007"	55	8944	614.9
	"Blaine County, NE"	"31009"	53	6203	854.4
	"Boone County, NE"	"31011"	835	70053	1192.0
	"Box Butte County, NE"	"31013"	1479	140021	1056.3
	"Boyd County, NE"	"31015"	405	26935	1503.6
	"Brown County, NE"	"31017"	503	40292	1248.4
	"Buffalo County, NE"	"31019"	4054	527785	768.1
	"Burt County, NE"	"31021"	1246	87556	1423.1
	"Butler County, NE"	"31023"	1189	102939	1155.1
	"Cass County, NE"	"31025"	2585	298873	864.9
	"Cedar County, NE"	"31027"	1296	110496	1172.9
	"Chase County, NE"	"31029"	658	47965	1371.8
	"Cherry County, NE"	"31031"	761	71490	1064.5
	"Cheyenne County, NE"	"31033"	1293	119851	1078.8
	"Clay County, NE"	"31035"	971	81075	1197.7
	"Colfax County, NE"	"31037"	1121	123917	904.6
	"Cuming County, NE"	"31039"	1359	115867	1172.9
	"Custer County, NE"	"31041"	1840	135695	1356.0
	"Dakota County, NE"	"31043"	1925	245489	784.1
	"Dawes County, NE"	"31045"	1055	109856	960.3
	"Dawson County, NE"	"31047"	2657	290571	914.4
	"Deuel County, NE"	"31049"	337	24141	1396.0
	"Dixon County, NE"	"31051"	797	72805	1094.7
	"Dodge County, NE"	"31053"	4902	436247	1123.7
	"Douglas County, NE"	"31055"	43199	5837323	740.0
	"Dundy County, NE"	"31057"	378	25388	1488.9
	"Fillmore County, NE"	"31059"	1094	74752	1463.5
	"Franklin County, NE"	"31061"	603	40594	1485.4
	"Frontier County, NE"	"31063"	305	35288	864.3
	"Furnas County, NE"	"31065"	974	61284	1589.3
	"Gage County, NE"	"31067"	3395	273943	1239.3
	"Garden County, NE"	"31069"	419	26067	1607.4
	"Garfield County, NE"	"31071"	389	23581	1649.6
	"Gosper County, NE"	"31073"	314	25128	1249.6
	"Grant County, NE"	"31075"	56	8240	679.6
	"Greeley County, NE"	"31077"	428	31426	1361.9
	"Hall County, NE"	"31079"	6099	661604	921.9
	"Hamilton County, NE"	"31081"	1129	111220	1015.1
	"Harlan County, NE"	"31083"	556	43207	1286.8
	"Hayes County, NE"	"31085"	94	12442	755.5
	"Hitchcock County, NE"	"31087"	525	36097	1454.4
	"Holt County, NE"	"31089"	1593	130991	1216.1
	"Hooker County, NE"	"31091"	145	8954	1619.4
	"Howard County, NE"	"31093"	816	76948	1060.5
	"Jefferson County, NE"	"31095"	1323	96078	1377.0
	"Johnson County, NE"	"31097"	680	60174	1130.1
	"Kearney County, NE"	"31099"	839	80437	1043.1
	"Keith County, NE"	"31101"	1174	102510	1145.3
	"Keya Paha County, NE"	"31103"	98	10939	895.9
	"Kimball County, NE"	"31105"	646	47213	1368.3
	"Knox County, NE"	"31107"	1551	107867	1437.9
	"Lancaster County, NE"	"31109"	20743	3203790	647.5
	"Lincoln County, NE"	"31111"	4077	424771	959.8
	"Logan County, NE"	"31113"	103	9060	1136.9
	"Loup County, NE"	"31115"	73	8093	902.0
	"McPherson County, NE"	"31117"	40	6440	621.1
	"Madison County, NE"	"31119"	4153	422764	982.3
	"Merrick County, NE"	"31121"	1018	95462	1066.4
	"Morrill County, NE"	"31123"	699	62229	1123.3
	"Nance County, NE"	"31125"	644	46303	1390.8
	"Nemaha County, NE"	"31127"	1048	87867	1192.7
	"Nuckolls County, NE"	"31129"	881	57444	1533.7
	"Otoe County, NE"	"31131"	2181	187031	1166.1
	"Pawnee County, NE"	"31133"	570	34757	1640.0
	"Perkins County, NE"	"31135"	467	36996	1262.3
	"Phelps County, NE"	"31137"	1323	113561	1165.0
	"Pierce County, NE"	"31139"	989	90271	1095.6
	"Platte County, NE"	"31141"	2992	376046	795.6
	"Polk County, NE"	"31143"	769	65974	1165.6
	"Red Willow County, NE"	"31145"	1573	135067	1164.6
	"Richardson County, NE"	"31147"	1670	106379	1569.9
	"Rock County, NE"	"31149"	247	19371	1275.1
	"Saline County, NE"	"31151"	1864	168822	1104.1
	"Sarpy County, NE"	"31153"	7649	1668186	458.5
	"Saunders County, NE"	"31155"	2220	242915	913.9
	"Scotts Bluff County, NE"	"31157"	5148	438700	1173.5
	"Seward County, NE"	"31159"	1983	199007	996.4
	"Sheridan County, NE"	"31161"	954	69601	1370.7
	"Sherman County, NE"	"31163"	528	38656	1365.9
	"Sioux County, NE"	"31165"	100	16971	589.2
	"Stanton County, NE"	"31167"	601	76046	790.3
	"Thayer County, NE"	"31169"	1067	66643	1601.1
	"Thomas County, NE"	"31171"	91	8161	1115.1
	"Thurston County, NE"	"31173"	889	83821	1060.6
	"Valley County, NE"	"31175"	721	53334	1351.9
	"Washington County, NE"	"31177"	1951	235560	828.2
	"Wayne County, NE"	"31179"	770	116021	663.7
	"Webster County, NE"	"31181"	740	47033	1573.4
	"Wheeler County, NE"	"31183"	88	10058	874.9
	"York County, NE"	"31185"	1719	169537	1013.9
	"Churchill County, NV"	"32001"	2777	293979	944.6
	"Clark County, NV"	"32003"	144568	20131558	718.1
	"Douglas County, NV"	"32005"	4341	540376	803.3
	"Elko County, NV"	"32007"	3014	550372	547.6
	"Esmeralda County, NV"	"32009"	139	10613	1309.7
	"Eureka County, NV"	"32011"	160	20013	799.5
	"Humboldt County, NV"	"32013"	1368	187257	730.5
	"Lander County, NV"	"32015"	479	65419	732.2
	"Lincoln County, NV"	"32017"	562	55436	1013.8
	"Lyon County, NV"	"32019"	4951	527201	939.1
	"Mineral County, NV"	"32021"	948	58500	1620.5
	"Nye County, NV"	"32023"	6179	464484	1330.3
	"Pershing County, NV"	"32027"	551	79728	691.1
	"Storey County, NV"	"32029"	251	44364	565.8
	"Washoe County, NV"	"32031"	35140	4597546	764.3
	"White Pine County, NV"	"32033"	1129	111589	1011.7
	"Carson City, NV"	"32510"	7555	656521	1150.8
	"Belknap County, NH"	"33001"	7048	708714	994.5
	"Carroll County, NH"	"33003"	5487	553444	991.4
	"Cheshire County, NH"	"33005"	7874	913890	861.6
	"Coos County, NH"	"33007"	4955	400684	1236.6
	"Grafton County, NH"	"33009"	8360	1026114	814.7
	"Hillsborough County, NH"	"33011"	33573	4714034	712.2
	"Merrimack County, NH"	"33013"	14092	1715424	821.5
	"Rockingham County, NH"	"33015"	23206	3461600	670.4
	"Strafford County, NH"	"33017"	10369	1417642	731.4
	"Sullivan County, NH"	"33019"	4883	508720	959.9
	"Atlantic County, NJ"	"34001"	31179	3184998	978.9
	"Bergen County, NJ"	"34003"	87077	10701796	813.7
	"Burlington County, NJ"	"34005"	43725	5285224	827.3
	"Camden County, NJ"	"34007"	55641	6131168	907.5
	"Cape May County, NJ"	"34009"	15615	1198073	1303.3
	"Cumberland County, NJ"	"34011"	17775	1813799	980.0
	"Essex County, NJ"	"34013"	79158	9450161	837.6
	"Gloucester County, NJ"	"34015"	27802	3269005	850.5
	"Hudson County, NJ"	"34017"	51584	7398820	697.2
	"Hunterdon County, NJ"	"34019"	9702	1517925	639.2
	"Mercer County, NJ"	"34021"	34462	4312882	799.0
	"Middlesex County, NJ"	"34023"	66614	9361589	711.6
	"Monmouth County, NJ"	"34025"	63616	7495038	848.8
	"Morris County, NJ"	"34027"	41498	5787747	717.0
	"Ocean County, NJ"	"34029"	82576	6572549	1256.4
	"Passaic County, NJ"	"34031"	46085	5927886	777.4
	"Salem County, NJ"	"34033"	8538	781774	1092.1
	"Somerset County, NJ"	"34035"	24833	3725114	666.6
	"Sussex County, NJ"	"34037"	12360	1779995	694.4
	"Union County, NJ"	"34039"	51719	6323952	817.8
	"Warren County, NJ"	"34041"	10780	1285848	838.4
	"Bernalillo County, NM"	"35001"	55191	7285603	757.5
	"Catron County, NM"	"35003"	403	42550	947.1
	"Chaves County, NM"	"35005"	7472	751234	994.6
	"Cibola County, NM"	"35006"	2581	321357	803.2
	"Colfax County, NM"	"35007"	1728	167940	1028.9
	"Curry County, NM"	"35009"	4472	553349	808.2
	"DeBaca County, NM"	"35011"	317	25173	1259.3
	"Dona Ana County, NM"	"35013"	14866	2266757	655.8
	"Eddy County, NM"	"35015"	6450	621889	1037.2
	"Grant County, NM"	"35017"	3808	359571	1059.0
	"Guadalupe County, NM"	"35019"	541	56491	957.7
	"Harding County, NM"	"35021"	102	9032	1129.3
	"Hidalgo County, NM"	"35023"	588	62967	933.8
	"Lea County, NM"	"35025"	5874	708618	828.9
	"Lincoln County, NM"	"35027"	1984	240179	826.1
	"Los Alamos County, NM"	"35028"	1270	218127	582.2
	"Luna County, NM"	"35029"	3221	300150	1073.1
	"McKinley County, NM"	"35031"	5661	862317	656.5
	"Mora County, NM"	"35033"	531	60407	879.0
	"Otero County, NM"	"35035"	5933	746661	794.6
	"Quay County, NM"	"35037"	1521	112890	1347.3
	"Rio Arriba County, NM"	"35039"	4177	485439	860.5
	"Roosevelt County, NM"	"35041"	1872	226480	826.6
	"Sandoval County, NM"	"35043"	8363	1297642	644.5
	"San Juan County, NM"	"35045"	9678	1468576	659.0
	"San Miguel County, NM"	"35047"	3141	355037	884.7
	"Santa Fe County, NM"	"35049"	10551	1639159	643.7
	"Sierra County, NM"	"35051"	2658	148863	1785.5
	"Socorro County, NM"	"35053"	1752	215541	812.8
	"Taos County, NM"	"35055"	2888	378235	763.5
	"Torrance County, NM"	"35057"	1531	199627	766.9
	"Union County, NM"	"35059"	584	50938	1146.5
	"Valencia County, NM"	"35061"	6308	847834	744.0
	"Albany County, NY"	"36001"	33264	3610352	921.4
	"Allegany County, NY"	"36003"	5599	595791	939.8
	"Bronx County, NY"	"36005"	117148	16255988	720.6
	"Broome County, NY"	"36007"	25151	2410557	1043.4
	"Cattaraugus County, NY"	"36009"	10064	986857	1019.8
	"Cayuga County, NY"	"36011"	8783	972695	903.0
	"Chautauqua County, NY"	"36013"	17488	1644265	1063.6
	"Chemung County, NY"	"36015"	11398	1076086	1059.2
	"Chenango County, NY"	"36017"	6398	614141	1041.8
	"Clinton County, NY"	"36019"	7769	978140	794.3
	"Columbia County, NY"	"36021"	8077	759342	1063.7
	"Cortland County, NY"	"36023"	5170	590864	875.0
	"Delaware County, NY"	"36025"	6595	577397	1142.2
	"Dutchess County, NY"	"36027"	26801	3488823	768.2
	"Erie County, NY"	"36029"	116747	11211197	1041.3
	"Essex County, NY"	"36031"	4843	470699	1028.9
	"Franklin County, NY"	"36033"	5259	616231	853.4
	"Fulton County, NY"	"36035"	6871	663081	1036.2
	"Genesee County, NY"	"36037"	7016	721993	971.8
	"Greene County, NY"	"36039"	6310	585746	1077.3
	"Hamilton County, NY"	"36041"	782	61223	1277.3
	"Herkimer County, NY"	"36043"	8368	771514	1084.6
	"Jefferson County, NY"	"36045"	10415	1355003	768.6
	"Kings County, NY"	"36047"	208602	29578659	705.2
	"Lewis County, NY"	"36049"	2788	322652	864.1
	"Livingston County, NY"	"36051"	6038	781980	772.1
	"Madison County, NY"	"36053"	6903	857392	805.1
	"Monroe County, NY"	"36055"	75158	8877882	846.6
	"Montgomery County, NY"	"36057"	7404	596503	1241.2
	"Nassau County, NY"	"36059"	130738	15995762	817.3
	"New York County, NY"	"36061"	130983	18805503	696.5
	"Niagara County, NY"	"36063"	27755	2609952	1063.4
	"Oneida County, NY"	"36065"	30115	2815081	1069.8
	"Onondaga County, NY"	"36067"	48511	5536597	876.2
	"Ontario County, NY"	"36069"	11116	1244184	893.4
	"Orange County, NY"	"36071"	30243	4315294	700.8
	"Orleans County, NY"	"36073"	4605	522536	881.3
	"Oswego County, NY"	"36075"	12380	1469538	842.4
	"Otsego County, NY"	"36077"	7079	748938	945.2
	"Putnam County, NY"	"36079"	7277	1181441	615.9
	"Queens County, NY"	"36081"	182760	26485247	690.0
	"Rensselaer County, NY"	"36083"	17629	1869643	942.9
	"Richmond County, NY"	"36085"	42694	5469744	780.5
	"Rockland County, NY"	"36087"	24712	3575692	691.1
	"St. Lawrence County, NY"	"36089"	12590	1340264	939.4
	"Saratoga County, NY"	"36091"	18201	2529525	719.5
	"Schenectady County, NY"	"36093"	18349	1800116	1019.3
	"Schoharie County, NY"	"36095"	3442	387544	888.2
	"Schuyler County, NY"	"36097"	2231	226604	984.5
	"Seneca County, NY"	"36099"	3911	418683	934.1
	"Steuben County, NY"	"36101"	12048	1186704	1015.2
	"Suffolk County, NY"	"36103"	134896	17563169	768.1
	"Sullivan County, NY"	"36105"	8827	912565	967.3
	"Tioga County, NY"	"36107"	5074	619477	819.1
	"Tompkins County, NY"	"36109"	7251	1189860	609.4
	"Ulster County, NY"	"36111"	18591	2172038	855.9
	"Warren County, NY"	"36113"	7338	776162	945.4
	"Washington County, NY"	"36115"	7084	746116	949.5
	"Wayne County, NY"	"36117"	9570	1124960	850.7
	"Westchester County, NY"	"36119"	86089	11209047	768.0
	"Wyoming County, NY"	"36121"	4341	513523	845.3
	"Yates County, NY"	"36123"	2925	299944	975.2
	"Alamance County, NC"	"37001"	16258	1676030	970.0
	"Alexander County, NC"	"37003"	3694	425799	867.5
	"Alleghany County, NC"	"37005"	1628	130490	1247.6
	"Anson County, NC"	"37007"	3446	314524	1095.6
	"Ashe County, NC"	"37009"	3604	309077	1166.1
	"Avery County, NC"	"37011"	2257	213391	1057.7
	"Beaufort County, NC"	"37013"	6492	553219	1173.5
	"Bertie County, NC"	"37015"	3022	243800	1239.5
	"Bladen County, NC"	"37017"	4671	403770	1156.8
	"Brunswick County, NC"	"37019"	10408	1059979	981.9
	"Buncombe County, NC"	"37021"	26824	2652107	1011.4
	"Burke County, NC"	"37023"	10452	1077880	969.7
	"Cabarrus County, NC"	"37025"	14775	1825339	809.4
	"Caldwell County, NC"	"37027"	9611	961281	999.8
	"Camden County, NC"	"37029"	802	102070	785.7
	"Carteret County, NC"	"37031"	8348	749977	1113.1
	"Caswell County, NC"	"37033"	2924	284857	1026.5
	"Catawba County, NC"	"37035"	16421	1778374	923.4
	"Chatham County, NC"	"37037"	6218	678222	916.8
	"Cherokee County, NC"	"37039"	3842	311325	1234.1
	"Chowan County, NC"	"37041"	2200	176187	1248.7
	"Clay County, NC"	"37043"	1454	116710	1245.8
	"Cleveland County, NC"	"37045"	12388	1165686	1062.7
	"Columbus County, NC"	"37047"	7800	668649	1166.5
	"Craven County, NC"	"37049"	10626	1149022	924.8
	"Cumberland County, NC"	"37051"	24869	3693358	673.3
	"Currituck County, NC"	"37053"	2134	254672	837.9
	"Dare County, NC"	"37055"	3154	389460	809.8
	"Davidson County, NC"	"37057"	17235	1859863	926.7
	"Davie County, NC"	"37059"	4198	457115	918.4
	"Duplin County, NC"	"37061"	6118	639887	956.1
	"Durham County, NC"	"37063"	20574	2913363	706.2
	"Edgecombe County, NC"	"37065"	7212	673002	1071.6
	"Forsyth County, NC"	"37067"	33686	3910720	861.4
	"Franklin County, NC"	"37069"	5349	644444	830.0
	"Gaston County, NC"	"37071"	23799	2352649	1011.6
	"Gates County, NC"	"37073"	1446	135308	1068.7
	"Graham County, NC"	"37075"	1223	100698	1214.5
	"Granville County, NC"	"37077"	5619	648563	866.4
	"Greene County, NC"	"37079"	2152	242305	888.1
	"Guilford County, NC"	"37081"	43076	5400725	797.6
	"Halifax County, NC"	"37083"	7833	672859	1164.1
	"Harnett County, NC"	"37085"	9310	1209190	769.9
	"Haywood County, NC"	"37087"	8034	680857	1180.0
	"Henderson County, NC"	"37089"	14330	1167643	1227.3
	"Hertford County, NC"	"37091"	3364	284637	1181.9
	"Hoke County, NC"	"37093"	3044	471534	645.6
	"Hyde County, NC"	"37095"	793	69124	1147.2
	"Iredell County, NC"	"37097"	14577	1683132	866.1
	"Jackson County, NC"	"37099"	3821	439008	870.4
	"Johnston County, NC"	"37101"	12581	1721938	730.6
	"Jones County, NC"	"37103"	1396	121490	1149.1
	"Lee County, NC"	"37105"	5856	624942	937.0
	"Lenoir County, NC"	"37107"	8399	712239	1179.2
	"Lincoln County, NC"	"37109"	7355	842399	873.1
	"McDowell County, NC"	"37111"	4918	522931	940.5
	"Macon County, NC"	"37113"	4809	382567	1257.0
	"Madison County, NC"	"37115"	2654	241461	1099.1
	"Martin County, NC"	"37117"	4170	298206	1398.4
	"Mecklenburg County, NC"	"37119"	57387	9569766	599.7
	"Mitchell County, NC"	"37121"	2449	188959	1296.0
	"Montgomery County, NC"	"37123"	3179	326676	973.1
	"Moore County, NC"	"37125"	11217	970243	1156.1
	"Nash County, NC"	"37127"	10861	1094088	992.7
	"New Hanover County, NC"	"37129"	17769	2173000	817.7
	"Northampton County, NC"	"37131"	3386	265330	1276.1
	"Onslow County, NC"	"37133"	9762	1915307	509.7
	"Orange County, NC"	"37135"	8543	1478366	577.9
	"Pamlico County, NC"	"37137"	1762	155748	1131.3
	"Pasquotank County, NC"	"37139"	4398	450586	976.1
	"Pender County, NC"	"37141"	4871	549282	886.8
	"Perquimans County, NC"	"37143"	1751	146761	1193.1
	"Person County, NC"	"37145"	4653	450755	1032.3
	"Pitt County, NC"	"37147"	12964	1782368	727.3
	"Polk County, NC"	"37149"	3444	233396	1475.6
	"Randolph County, NC"	"37151"	14395	1629288	883.5
	"Richmond County, NC"	"37153"	6364	557348	1141.8
	"Robeson County, NC"	"37155"	14259	1532342	930.5
	"Rockingham County, NC"	"37157"	12530	1113200	1125.6
	"Rowan County, NC"	"37159"	16289	1606066	1014.2
	"Rutherford County, NC"	"37161"	9363	781974	1197.4
	"Sampson County, NC"	"37163"	7425	739036	1004.7
	"Scotland County, NC"	"37165"	4419	433198	1020.1
	"Stanly County, NC"	"37167"	7301	710104	1028.2
	"Stokes County, NC"	"37169"	5248	552307	950.2
	"Surry County, NC"	"37171"	9634	869696	1107.7
	"Swain County, NC"	"37173"	2064	161117	1281.1
	"Transylvania County, NC"	"37175"	4355	371537	1172.2
	"Tyrrell County, NC"	"37177"	542	51472	1053.0
	"Union County, NC"	"37179"	11715	1919633	610.3
	"Vance County, NC"	"37181"	5557	530591	1047.3
	"Wake County, NC"	"37183"	44257	8978669	492.9
	"Warren County, NC"	"37185"	2730	245654	1111.3
	"Washington County, NC"	"37187"	1925	161094	1195.0
	"Watauga County, NC"	"37189"	3593	559057	642.7
	"Wayne County, NC"	"37191"	12949	1403058	922.9
	"Wilkes County, NC"	"37193"	8152	813379	1002.2
	"Wilson County, NC"	"37195"	9262	922566	1003.9
	"Yadkin County, NC"	"37197"	4547	449202	1012.2
	"Yancey County, NC"	"37199"	2388	213589	1118.0
	"Adams County, ND"	"38001"	439	29341	1496.2
	"Barnes County, ND"	"38003"	1681	135272	1242.7
	"Benson County, ND"	"38005"	783	81098	965.5
	"Billings County, ND"	"38007"	62	9781	633.9
	"Bottineau County, ND"	"38009"	1093	80518	1357.5
	"Bowman County, ND"	"38011"	531	37524	1415.1
	"Burke County, ND"	"38013"	284	24809	1144.7
	"Burleigh County, ND"	"38015"	6495	892345	727.9
	"Cass County, ND"	"38017"	9622	1617028	595.0
	"Cavalier County, ND"	"38019"	709	52648	1346.7
	"Dickey County, ND"	"38021"	911	66052	1379.2
	"Divide County, ND"	"38023"	426	25695	1657.9
	"Dunn County, ND"	"38025"	434	42098	1030.9
	"Eddy County, ND"	"38027"	555	31118	1783.5
	"Emmons County, ND"	"38029"	683	46931	1455.3
	"Foster County, ND"	"38031"	610	42545	1433.8
